Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,Широта,Долгота,2GIS URL
La Roza,студия красоты и здоровья,Ногтевые студии; Массажист; Перманентный макияж; Оформление бровей и ресниц; Эпиляция,"улица Кенесары, 40",802 офис; 8 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.4,5,87074045660,,,,,,,,,https://instagram.com/laroza0186,,,,,,,,,,,,https://wa.me/77074045660,,,,,,,,,,,,,,,51.165737,71.432991,https://2gis.com/firm/70000001093353657
Виктория,салон красоты,Ногтевые студии; Парикмахерские,"улица Ыбырая Алтынсарина, 6/2",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.188721,71.412552,https://2gis.com/firm/70000001074744263
nail_gulgazi,маникюрный кабинет,Ногтевые студии,"улица Беимбет Майлин, 19",411 офис; 4 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+05:00,5.0,63,87022530593,,,,,,,,,https://instagram.com/nail_gulgazi,,,,,,,,,,,,https://wa.me/77022530593,,,,,,,,,,,,,,,51.14574,71.476058,https://2gis.com/firm/70000001067606765
Sultanym,салон красоты,Ногтевые студии; Парикмахерские; Косметолог; Визажисты; Оформление бровей и ресниц; Перманентный макияж,"улица Габит Мусрепов, 6",,,9 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительной записи),+05:00,4.7,89,87015058525,,,,,,,,,,,,,,,,,,,,,https://wa.me/77015058525,,,,,,,,,,,,,,,51.152186,71.501516,https://2gis.com/firm/70000001043666371
Aigerim_shugaring_astana,,Ногтевые студии; Эпиляция; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"Амангельды Иманова улица, 19",706 офис; 7 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,5.0,91,87024341610,,,,,,,,,https://instagram.com/aigerim_shugaring_astana,,,,,,,,,,,,https://wa.me/77024341610,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001064532397
Fusion of Beauty,салон красоты,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц,"проспект Ракымжан Кошкарбаев, 32/3 блок И",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,4.5,78,87776284052 (мастер маникюра),87756777749 (администрация),87023187281 (мастер универсал),,,,,,,,,,,,,,,,,,,https://wa.me/77776284052,https://wa.me/77756777749,https://wa.me/77023187281,,,,,,,,,,,,,51.124743,71.481898,https://2gis.com/firm/70000001032334907
Әдемi,салон,Ногтевые студии; Парикмахерские; Визажисты; Косметолог; Перманентный макияж,"проспект Богенбай батыра, 62",7 бутик; 1 сектор; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,7,87012451473,,,,,,,,,https://instagram.com/salon_ademi01,,,,,,,,,,,,https://wa.me/77012451473,,,,,,,,,,,,,,,51.177576,71.435745,https://2gis.com/firm/70000001019148868
Ardak_nails_style,,Ногтевые студии,"Аль-Фараби проспект, 7/3",внутри салона красоты Gulmira Rakhimzhanova,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,61,87755220542,,,,,,,,,https://instagram.com/ardak_nails_style,,,,,,,,,,,,https://wa.me/77755220542,,,,,,,,,,,,,,,51.100885,71.450599,https://2gis.com/firm/70000001094470740
mariya_nails_astana,,Ногтевые студии; Подолог,"проспект Сарыарка, 17",44 офис; 2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00 (по предварительному звонку),+05:00,5.0,11,87751612336,,,,,,,,,https://instagram.com/mariya_nails_astana,,,,,,,,,,,,https://wa.me/77751612336,,,,,,,,,,,,,,,51.168329,71.407721,https://2gis.com/firm/70000001069424336
Сулушаш,парикмахерская,Ногтевые студии; Парикмахерские,"проспект Женис, 61",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,31,87172382108,87066978177,,,,,,,,https://instagram.com/sulushash_astana,,,,,,,,,,,,https://wa.me/77066978177,,,,,,https://t.me/salonsulushash,,,,,,,,,51.183529,71.408069,https://2gis.com/firm/70000001018116721
Каприз,салон,Ногтевые студии; Парикмахерские,"проспект Богенбай батыра, 35",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.2,12,87013317554,87014576488,,,,,,,,,,,,,,,,,,,,https://wa.me/77013317554,,,,,,,,,,,,,,,51.17614,71.410059,https://2gis.com/firm/70000001018098714
Aisha,,Ногтевые студии,"улица Достык, 5",38 офис; 2 этаж; ВП:40,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.1,14,87014911122,,,,,,,,,https://instagram.com/aisha_nailstudio_astana,,,,,,,,,,,,https://wa.me/77014911122,,,,,,,,,,,,,,,51.127737,71.421729,https://2gis.com/firm/70000001033421190
Beauty Community,учебный центр красоты,Ногтевые студии; Эпиляция; Оформление бровей и ресниц; Обучение мастеров для салонов красоты; Перманентный макияж,"улица Бейбитшилик, 18/1",8 офис; 3 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,7,87713215059,,,,,,,,,https://instagram.com/leila_baimuratovna,,,,,,,,,,,,https://wa.me/77713215059,,,,,,,,,,,,,,,51.172481,71.420225,https://2gis.com/firm/70000001063589969
Маржан,,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Перманентный макияж; Эпиляция,"проспект Богенбай батыра, 73/1",203 офис; 2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.0,1,87015477954,,,,,,,,,https://instagram.com/hairstylist__marzhan,,,,,,,,,,,,https://wa.me/77015477954,,,,,,,,,,,,,,,51.179766,71.437896,https://2gis.com/firm/70000001024118174
Yunailsastana,,Ногтевые студии; Обучение мастеров для салонов красоты,"проспект Женис, 47",14 кабинет; 3 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,4,87715380332,,,,,,,,,https://instagram.com/yunailsastana,,,,,,,,,,,,https://wa.me/77715380332,,,,,,,,,,,,,,,51.179847,71.4093,https://2gis.com/firm/70000001101701204
Салон красоты,,Ногтевые студии; Парикмахерские,"улица Ыкылас Дукенулы, 31",100 бутик; 2 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:45; Вт: 10:00-19:45; Ср: 10:00-19:45; Чт: 10:00-19:45; Пт: 10:00-19:45; Сб: 10:00-19:45; Вс: 10:00-19:45,+05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.181044,71.434235,https://2gis.com/firm/70000001104253727
Асем,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция; Визажисты; Массажист,"улица Бердибек Сокпакбаев, 23",цокольный этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,53,87057082059,,,,,,,,,,,,,,,,,,,,,https://wa.me/77057082059,,,,,,,,,,,,,,,51.175162,71.383716,https://2gis.com/firm/70000001027563710
Rosely beauty,ногтевая студия,Ногтевые студии,"улица Александр Бараев, 16",205 офис; 2 этаж,,Жастар м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,4.6,16,87758507900,,,,,,,,,https://instagram.com/rosely_beauty_,,,,,,,,,,,,https://wa.me/77758507900,,,,,,,,,,,,,,,51.158575,71.439466,https://2gis.com/firm/70000001029903620
Ultramarine,студия маникюра,Ногтевые студии; Обучение мастеров для салонов красоты,"Амангельды Иманова улица, 19",411 кабинет; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,4,87472652035,,,,,,,,,https://instagram.com/kkoss007,,,,,,,,,,,,https://wa.me/77472652035,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001033210861
Парикмахерская,,Ногтевые студии; Парикмахерские,"улица Каныш Сатпаев, 3",цокольный этаж,,2 м-н,Алматы район,Астана,,Астана,Казахстан,Вт: 10:00-14:00; Ср: 10:00-14:00; Чт: 10:00-14:00; Пт: 10:00-14:00; Сб: 10:00-14:00; Вс: 10:00-19:00 (по предварительной записи),+05:00,3.0,2,87016106770,87051865805 (мастер маникюра),,,,,,,,,,,,,,,,,,,,https://wa.me/77016106770,,,,,,,,,,,,,,,51.151982,71.467561,https://2gis.com/firm/70000001035881337
Ногтевая студия,,Ногтевые студии; Эпиляция,"проспект Абылай хана, 51",,,Аль-Фараби м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.8,16,87753023646,87753118411,,,,,,,,,,,,,,,,,,,,https://wa.me/77753023646,,,,,,,,,,,,,,,51.150545,71.498484,https://2gis.com/firm/70000001036895473
nails_master_aigul,,Ногтевые студии,"улица Габит Мусрепов, 14/1",1 этаж,,9 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.2,10,87752539587,,,,,,,,,https://instagram.com/nails_master_aigul,,,,,,,,,,,,https://wa.me/77071012043,https://wa.me/77752539587,https://wa.me/77768448089,,,,,,,,,,,,,51.153772,71.503992,https://2gis.com/firm/70000001044828840
Коркем,салон красоты,Ногтевые студии; Парикмахерские; Визажисты,"улица Алексея Петрова, 1",83 бутик; 1 этаж,,2 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,2.6,5,87079929916,,,,,,,,,,,,,,,,,,,,,https://wa.me/77079929916,,,,,,,,,,,,,,,51.151471,71.462067,https://2gis.com/firm/70000001046509165
aygerim_nail_astana,,Ногтевые студии; Эпиляция,"Амангельды Иманова улица, 19",414A кабинет; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.5,8,87023115058,,,,,,,,,https://instagram.com/aygerim_nail_astana,,,,,,,,,,,,https://wa.me/77023115058,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001047458841
Colibri,,Ногтевые студии; Эпиляция,"Амангельды Иманова улица, 19",701H офис; 7 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,17,87475650195,,,,,,,,,https://instagram.com/nail_shahsanam,,,,,,,,,,,,https://wa.me/77475650195,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001048159914
Queen_beauty_ast,,Ногтевые студии; Оформление бровей и ресниц; Обучение мастеров для салонов красоты; Эпиляция; Перманентный макияж,"Амангельды Иманова улица, 19",514А офис; 5 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.0,8,87768000620,,,,,,,,,https://instagram.com/queen_beauty_ast,,,,,,,,,,,,https://wa.me/77768000620,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001048528119
Маникюрный кабинет,,Ногтевые студии; Подолог,"проспект Абылай хана, 41/3",28 бутик; 2 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,2,87016063033,87077063033,,,,,,,,https://instagram.com/proficabinet,,,,,,,,,,,,https://wa.me/77016063033,,,,,,https://t.me/nailfairy,,,,,,,,,51.154362,71.49242,https://2gis.com/firm/70000001050225075
Candy_nailservice,маникюрный кабинет,Ногтевые студии,"улица Куйши Дина, 26",1 этаж; вход через парикмахерскую Пчелкa,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительной записи),+05:00,5.0,5,87074149914,,,,,,,,,https://instagram.com/candy_nailservice,,,,,,,,,,,,https://wa.me/77074149914,,,,,,,,,,,,,,,51.148402,71.479955,https://2gis.com/firm/70000001055885997
Студия красоты #1,,Ногтевые студии; Оформление бровей и ресниц; Перманентный макияж,"Амангельды Иманова улица, 19",306D кабинет; 3 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи),+05:00,1.3,15,87064101280,,,,,,,,,https://instagram.com/permanent_astana_1,,,,,,,,,,,,https://wa.me/77064101280,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001056065506
Ногтевая студия,,Ногтевые студии; Эпиляция; Визажисты; Обучение мастеров для салонов красоты,"улица Шолпан Иманбаевой, 5в",27 офис; 7 кабинет; 7 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,4.8,23,87017784551,,,,,,,,,https://instagram.com/_altynai_nails,,,,,,,,,,,,https://wa.me/77017784551,,,,,,,,,,,,,,,51.160717,71.434849,https://2gis.com/firm/70000001056993864
Roza Nails Astana,,Ногтевые студии,"проспект Бауыржан Момышулы, 10/1",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.4,8,87026728583,,,,,,,,,,,,,,,,,,,,,https://wa.me/77026728583,,,,,,,,,,,,,,,51.138898,71.476764,https://2gis.com/firm/70000001057188485
Samal_nails,,Ногтевые студии,"улица Ахмета Жубанова, 10а",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,4.9,14,87782476346,87719685220,,,,,,,,https://instagram.com/samal_nails_astana,,,,,,,,,,,,https://wa.me/77782476346,,,,,,,,,,,,,,,51.162277,71.460849,https://2gis.com/firm/70000001057820768
ainur_tokayeva.nail,студия маникюра,Ногтевые студии,"улица Жумабека Ташенова, 2/3",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,11,87086268675 (мастер маникюра ),,,,,,,,,https://instagram.com/ainur_tokayeva.nail,,,,,,,,,,,,https://wa.me/77086268675,,,,,,,,,,,,,,,51.154049,71.446435,https://2gis.com/firm/70000001059168112
Кабинет маникюра и педикюра,,Ногтевые студии; Обучение мастеров для салонов красоты,"улица Евгения Брусиловского, 5",2 этаж,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,5.0,13,87014135813,,,,,,,,,https://instagram.com/lizanails.art,,,,,,,,,,,,https://wa.me/77014135813,,,,,,,,,,,,,,,51.161268,71.455421,https://2gis.com/firm/70000001061899498
Aigerim_nails_astana,,Ногтевые студии,"проспект Бауыржан Момышулы, 2/5",3 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительной записи),+05:00,,,87754106051,,,,,,,,,https://instagram.com/aigerim_nails_astana,,,,,,,,,,,,https://wa.me/77754106051,,,,,,,,,,,,,,,51.135899,71.465256,https://2gis.com/firm/70000001065281907
Beauty_studio_astana_evraziya,,Ногтевые студии; Оформление бровей и ресниц,"улица Жанайдар Жирентаев, 14",,,5 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00 (по предварительной записи),+05:00,5.0,2,87052785649,,,,,,,,,https://instagram.com/beauty_studio_astana_evraziya,,,,,,,,,,,,https://wa.me/77052785649,,,,,,,,,,,,,,,51.152116,71.474729,https://2gis.com/firm/70000001065965078
Студия красоты,,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"улица Каныш Сатпаев, 18",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,14,87018572357,,,,,,,,,https://instagram.com/nails_anarik,,,,,,,,,,,,https://wa.me/77018572357,,,,,,,,,,,,,,,51.14344,71.475317,https://2gis.com/firm/70000001067271079
Vip Women’s,,Ногтевые студии; Оформление бровей и ресниц; Услуги пирсинга; Перманентный макияж,"Амангельды Иманова улица, 19",413А офис; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,2.6,14,87000306060,,,,,,,,,,,,,,,,,,,,,https://wa.me/77004002990,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001068491444
Кабинет маникюра,,Ногтевые студии,"проспект Тауелсиздик, 38/2",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+05:00,,,87021690931,,,,,,,,,,,,,,,,,,,,,https://wa.me/77021690931,,,,,,,,,,,,,,,51.136098,71.468821,https://2gis.com/firm/70000001069490625
Салон красоты,,Ногтевые студии; Парикмахерские,"улица Алексея Петрова, 24",0 бутик; 2 этаж; правое крыло,,3 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.149018,71.472482,https://2gis.com/firm/70000001075306129
Nogti_Time,,Ногтевые студии,"Амангельды Иманова улица, 41",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,1,87716771057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.161437,71.458061,https://2gis.com/firm/70000001083383312
Nail.jadi,,Ногтевые студии,"улица Кажымукан, 2",,,1 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,5,87754525186,,,,,,,,,https://instagram.com/nail.jadi,,,,,,,,,,,,https://wa.me/77754525186,,,,,,,,,,,,,,,51.151538,71.45889,https://2gis.com/firm/70000001083923936
nail_tulegenova,,Ногтевые студии,"проспект Абая, 95",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (по предварительной записи),+05:00,,,87476590067,,,,,,,,,https://instagram.com/nail_tulegenova,,,,,,,,,,,,https://wa.me/77476590067,,,,,,,,,,,,,,,51.16669,71.462436,https://2gis.com/firm/70000001088884355
Bota_9406,,Ногтевые студии; Эпиляция,"улица Таскескен, 17Б",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,5.0,1,87786408972,,,,,,,,,https://instagram.com/bota_9406,,,,,,,,,,,,https://wa.me/77786408972,,,,,,,,,,,,,,,51.129904,71.483297,https://2gis.com/firm/70000001089560344
Compliment_room,,Ногтевые студии; Эпиляция; Перманентный макияж; Оформление бровей и ресниц,"улица Аманат, 18",,,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,11,87081681012,,,,,,,,,https://instagram.com/compliment_room,,,,,,,,,,,,https://wa.me/77081681012,,,,,,,,,,,,,,,51.143109,71.479749,https://2gis.com/firm/70000001089667328
Is_nailstudio_01,,Ногтевые студии,"улица Куйши Дина, 25",,,6 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,5.0,2,87476604862,,,,,,,,,https://instagram.com/is_nailstudio_01,,,,,,,,,,,,https://wa.me/77476604862,,,,,,,,,,,,,,,51.148829,71.479741,https://2gis.com/firm/70000001090718536
Салон красоты,,Ногтевые студии; Парикмахерские,"Амангельды Иманова улица, 34",,,Алатау м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.162956,71.450345,https://2gis.com/firm/70000001090852258
Ногтевая студия,,Ногтевые студии,"улица Кайрат Рыскулбеков, 27/1",,,Аль-Фараби м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,5.0,1,87758584710,,,,,,,,,,,,,,,,,,,,,https://wa.me/77758584710,,,,,,,,,,,,,,,51.158867,71.499987,https://2gis.com/firm/70000001092456994
